id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D11B18B,3,1,58,B73,11,8,base,22038,18793,0,0,2598,1823,44588,19137,31225,3773,94644,25797,257436,659,13189,17756,398042,18878,794,2970,23169,573537,99616,1524777,993,7533,29754,1414,12479,4380,9909,0,10550,94072,55645,32665,12784,23280,3872,61399,2219518,685734,0,1855,9360,4730,4435,75479,555974,20813,12741,40670,296677,1519683,10337,23071,12414,23344,1256,9290,4929,6918,1889,121809,1232335,10517,12708,207590,166414,19618,1137434,6706,6449,22815,29916,266,1354643,299399,2681,2982,92467,7015,46570,1811,3823,9980,1864,3900,1051,0,96911,99664,294436,303364,673267,4973,2424,0,0,6687,7608,1115115,3789,65830,11915,309,615439,58287,1858,0,5154,4204,2070,8297,6183,4524,7214,8719,1759,1491,8378,33027,221835,317939,95209,5570,21588,103768,288028,499619,0,3378,3464,4904,1424,45961,909,1534,5292,0,14705,6045,1854,7369,1795,3277,777543,21910,2156,0,4501
D11B210B,3,1,58,B73,10,10,base,18223,12814,0,0,7585,2920,90839,52895,34785,6555,111635,18936,202240,3251,11114,51978,514454,12794,2622,9647,35208,467231,147944,1757430,1023,6071,20355,1866,14693,2732,7415,0,18637,143459,105899,58953,20013,43474,1872,97459,1988699,142416,0,535,14025,0,8694,109019,761239,22929,10462,68787,491729,1319765,1543,33114,11085,21438,3933,57049,8777,11367,3746,235778,1223556,11652,22152,373683,108519,21570,774125,9086,16046,37618,26571,217,1096738,131505,3336,4581,144606,33211,21890,2645,6714,8451,0,4306,1445,445,135363,65197,223046,582181,589450,726,1713,0,29136,9539,11637,1115843,2997,56703,82991,2374,534930,53134,2290,0,6226,2576,3374,10314,8633,5919,8246,10068,3744,2868,9433,52363,328236,234505,38758,6730,29472,160861,435023,215146,0,3902,3831,3847,1143,35835,2702,3890,2653,687,22570,7307,2979,9846,1815,3023,656436,7815,2369,294,2154
D11P210C,1,1,58,PT,13,10,center,1547,41672,0,0,3338,2232,22738,19222,46305,4916,83275,82705,94604,403,9391,15467,221506,28339,532,1471,23187,764935,94580,1136685,1479,12337,54936,1275,14640,3639,5781,0,11849,49519,50723,39622,33410,52831,5543,116954,1737736,1136772,0,3895,16259,8471,1503,38393,397648,14293,0,56804,292300,2268358,13340,17001,9480,19802,0,21363,5460,11376,2927,391028,680473,23562,28864,359648,298302,28494,1174518,7764,7150,16292,40183,843,1011501,767070,2333,1622,150668,21234,30182,1716,4807,29724,8056,4567,1635,0,140873,152853,343790,363261,678786,580,8664,4124,27733,3751,4265,797853,7126,96075,8799,4919,310264,25772,2371,0,7893,9809,6037,10886,13335,9364,8683,15266,3360,3790,7377,42118,188388,458262,203606,5333,16874,86564,156229,609361,0,2829,4787,4220,4798,70215,2470,9323,10731,717,27600,17975,3948,10662,2210,3546,403692,43310,1568,0,650
D11B212T,3,1,58,B73,10,12,tip,61250,16594,0,0,1250,1784,51399,28207,31344,6434,75744,32949,169785,3342,9741,18654,231036,17254,0,1132,21680,437356,92996,1395722,1642,6584,28541,1519,11065,2774,7229,0,12711,91604,81078,43625,15102,35517,2538,61519,1930456,424431,0,3252,0,0,4648,69477,404689,17064,13296,28072,367400,1178260,7344,24269,15318,22466,0,25815,5557,10976,2236,186166,1400739,13798,17337,406915,280847,21444,1267379,6505,12445,31484,36337,1087,1260135,280471,3733,3529,22702,3960,27376,0,0,838,0,2100,0,501,120659,97121,275185,510020,706945,10356,5728,2230,0,5656,5878,912262,2836,52736,11861,2655,487417,62832,2490,0,5532,6099,3913,9227,8614,5913,7123,7619,2722,1829,8212,53996,346036,398460,89302,9024,48910,316756,631338,558924,0,5031,5464,7325,2817,44834,1673,2401,3002,0,16440,6603,2313,7686,1781,2442,1067184,19670,3457,0,5617
D11P110T,1,1,58,PT,13,10,tip,0,100269,0,0,0,0,19573,19646,100813,5332,129998,400022,167316,3447,10459,16203,201605,32268,657,0,11473,798128,122928,2077194,0,7639,50650,2303,7460,4912,6403,0,21501,168014,108844,75828,43851,57415,1675,9679,62490,90810,0,1052,137,208,3072,31676,869752,34002,21855,53840,219545,1895607,10426,35569,6431,26701,0,22235,3345,2992,4371,111277,1137350,19857,7291,48228,138638,0,570763,5421,5263,9842,29782,1007,2016810,725575,5032,1857,181890,17174,65136,0,10268,41883,24731,18168,11615,0,142445,162791,195358,386692,751457,0,690,0,110009,6989,4959,972845,354,55425,6311,69,364447,20000,4308,0,16266,19658,10371,19963,27566,19413,14122,12936,2152,1581,15336,27277,93148,237233,319788,7325,5438,28497,41027,759451,1173,1521,3899,2051,9195,77497,5133,0,3866,1387,29563,24982,6683,10114,4402,5081,245228,192531,1416,0,1768
D11C28B,2,1,58,CML312,10,8,base,3688,24219,0,0,2673,2140,17247,17305,28688,3500,51095,29275,219937,2987,7375,35508,353134,25274,1073,0,20257,608110,65093,1986601,511,2250,34960,2144,10566,3137,5630,0,13088,70464,55641,38717,11115,27237,1259,7299,149530,38110,0,0,1616,0,8026,85749,945129,35416,15159,67632,269336,1629139,17273,18527,10062,43586,0,16030,7227,11042,2493,357423,1904918,16692,30533,333684,274838,41658,1647166,8100,10255,27761,48694,861,1975411,657803,7578,2647,210196,33398,39466,4002,9499,36118,8864,9052,6055,0,86456,145690,113668,469447,1083503,6185,3688,1794,0,5785,5612,1106851,22,49139,10449,2976,442037,15205,3064,0,2659,5839,3464,10378,8626,5631,8733,13388,1579,1362,10488,22394,104166,203770,106332,1107,10608,29978,42883,110114,1038,2721,3336,1867,2384,36733,1663,1697,2126,585,23502,15509,3935,7541,1514,3126,162804,10643,1544,0,1434
D11C212B,1,1,58,CML312,10,12,base,143282,1379,0,12631,6894,12756,93415,37528,17979,0,77500,4794,94922,3219,3471,139566,489066,6578,0,13738,35545,100459,141692,0,2955,3528,8025,2051,9049,609,13605,0,37078,135012,125374,71258,19466,297945,32003,649318,807083,30710,6505,758,11061,0,25999,86425,125963,11901,551,99185,260231,1651291,0,20301,3360,4809,0,301145,33279,94662,15274,1569041,1074733,3838,155665,1178076,1512182,125427,1111861,16101,88140,63578,15941,3654,1383263,137636,2698,3353,470669,44585,46533,3120,11867,16137,0,4651,2358,0,86317,4440,162541,231537,33145,0,0,0,20013,4801,18956,559801,0,16985,42982,1653,290702,27316,2932,0,12136,18061,8369,13933,26373,16588,9740,11341,2486,1430,9519,79498,304782,149907,16212,9515,48702,301467,448188,110058,1156,6535,3737,2647,630,17629,4446,1010,1045,1176,30654,8343,5377,12657,4558,4249,359697,2772,3270,0,10437
D11B110C,3,1,58,B73,11,10,center,26847,25639,476,1215,5533,4110,63023,24706,41470,5330,114835,37458,216671,3220,16262,17785,305566,23422,2564,4109,28707,743531,89815,1247286,2711,8401,36019,1168,10249,3937,9841,0,13133,81695,0,43551,16054,33337,5097,62940,2060837,636092,1590,130,844,0,5086,85351,543268,23520,15714,69851,357016,980835,11496,24493,14320,28239,2170,22885,4761,11966,2592,162372,803541,15140,18967,508070,200309,21242,734198,9213,11795,27931,37323,619,1166092,303166,2064,3442,31640,5717,36004,1750,2096,4192,0,1794,0,0,126256,126447,305677,397057,779083,7065,3921,1727,0,5413,7281,1079498,5969,106354,217358,4035,622324,65857,1876,0,4421,3275,2555,8082,5401,1741,6744,18013,2809,2855,7843,50914,356434,508106,105266,9846,42400,200872,498940,775062,0,4416,4344,7311,1382,61753,829,2832,2280,528,22010,8183,1645,11101,2066,4321,761617,25785,3372,0,12663
D11C28T,2,1,58,CML312,10,8,tip,2850,36792,0,0,3777,0,12126,10704,32515,3531,54802,54929,140481,1973,7494,12325,140487,8100,1153,0,13624,463208,34142,2285509,0,1390,16703,1366,8758,3892,4665,0,11872,75192,47212,25758,11111,34219,3272,22756,207651,99033,0,818,3512,3366,2255,32724,484908,13428,0,41758,121623,2369928,9907,15823,5971,17591,0,17892,1878,1597,3901,265618,1229348,11519,36698,319315,466182,20368,1813690,8987,6934,14191,27403,6794,2272486,1120671,6440,1972,150099,15020,27724,4476,16865,30235,11542,6399,7415,0,69548,102105,83614,316707,484519,3694,2412,0,0,4963,4060,723488,0,35694,27053,0,238070,9230,2453,0,8621,7736,4313,13463,11670,3196,11816,16035,3309,2469,13019,38869,153810,439385,370386,13225,33974,126973,158540,654907,3688,11128,19809,3929,4539,52906,2243,0,5141,594,23622,17468,4267,17014,4060,7871,459415,78291,4251,0,4446
D11P112C,1,1,58,PT,13,12,center,6620,36445,857,1254,2235,1400,33738,21666,61005,5350,92881,38553,167485,4066,11562,35482,323935,31268,5942,2500,19419,697754,128922,1503454,1600,11220,52354,969,14252,2424,3887,0,18523,99440,81983,55132,20985,28661,1481,9285,60632,25984,456,0,0,0,2412,82640,828393,18369,30507,67363,456876,1513220,19597,22619,14599,43227,0,87998,9209,9184,3422,546584,1417169,22019,27124,202868,243114,24721,1031054,4949,5375,16959,42895,775,1501446,630076,4874,3243,245522,40104,60987,3241,7719,44171,9831,11986,5715,736,123629,152993,221310,480707,1054660,2804,5837,3333,0,5369,1301,1112905,1937,68374,178755,403,427369,45122,1916,0,4938,1737,1779,8815,6165,3748,7493,8099,3412,1498,7411,40458,185653,401436,222016,3993,12450,83156,159445,668372,0,1581,2290,3185,530,45355,1294,2059,2575,0,12139,10525,2034,4615,1245,1240,547740,57742,903,0,1928
D11P110B,1,1,58,PT,13,10,base,3310,40338,0,0,2475,2639,39559,22552,57310,6177,127465,50223,152754,4619,6840,33311,268513,22975,409,3800,12135,499298,96871,1707135,1371,7715,42718,0,12461,2274,3773,0,22747,106818,67909,63609,19461,29510,1150,7125,55418,16223,0,0,1264,0,4508,66198,955544,50686,24747,66148,404379,1763832,16310,21899,11219,41339,0,76268,9478,7472,3423,501225,1639400,18344,25123,169208,365950,26634,1185020,5236,7916,18955,39596,3902,1681318,484092,4246,2696,304118,26626,55649,485,9121,37744,8468,10147,7320,736,100813,145993,174317,380184,966916,2369,1099,2571,0,6705,4727,907602,372,38775,125051,762,322887,24259,2192,0,5939,2292,1875,8656,7095,4335,7403,11761,3306,2016,7045,41351,202470,375804,171899,3286,14407,83756,164796,527248,0,1841,1660,3751,892,48015,1216,2602,4415,754,16079,10694,1780,6496,1962,1614,563788,39270,1146,349,2511
D11B112C,3,1,58,B73,11,12,center,42731,23721,0,0,6880,3444,58517,17567,27266,7991,118561,41718,195860,320,14105,23313,260076,17667,2628,2607,25172,399235,83899,1245532,1110,6708,27950,728,9153,2900,8764,0,13850,93517,71908,51892,17477,38643,6730,91109,2063225,514317,0,3892,872,0,5762,94850,565222,19920,14154,34815,434000,1432531,8034,31935,15686,26464,2642,28398,5123,9773,2464,172304,802198,13208,20534,534109,154810,21252,962876,8679,14448,37940,33093,1173,961227,174384,2213,3803,23273,1511,37183,1378,2651,2674,0,1407,0,0,119875,89927,261917,506689,718375,8676,5362,0,0,5393,7362,993478,3644,81208,165570,941,563930,64034,2336,0,5968,6731,2648,9839,10191,7251,6708,16832,4138,3528,6789,85921,500201,479348,79219,13206,78233,410799,704913,547545,0,7175,4421,10592,934,58886,1911,4649,3248,490,24905,8491,2230,12697,2043,3348,778981,15469,5183,0,8092
D11C110T,2,1,58,CML312,13,10,tip,204950,55388,0,0,2109,2574,14224,7937,58823,8631,78351,45177,130200,1091,8824,13496,148746,25380,2336,978,10844,361486,51727,1364400,1091,5171,45971,1566,11666,3438,4534,0,13937,78068,56547,40703,11923,47240,1924,84414,1184255,741718,0,1867,1161,5628,3660,34056,481532,12381,0,51881,104071,1259621,14673,26890,6723,23609,2185,18116,9246,9366,3361,383378,611347,30310,24779,233490,506488,31691,1464722,7555,10056,14033,39437,1761,1330427,1273971,5287,2289,138707,14223,23145,3748,9705,42016,18601,6803,3131,0,133900,128570,115460,528807,722707,13567,7382,1513,0,5281,4518,1006585,7667,72957,90465,4998,497286,12082,3105,0,6123,5909,2156,9756,7494,4947,8167,11064,2962,1937,8901,33090,180134,529209,407090,4289,15470,77721,98595,885649,1652,3820,8027,4162,7425,97298,1723,0,4148,640,19473,22126,3982,7470,2779,2559,409874,85368,1772,0,19567
D11C110B,2,1,58,CML312,13,10,base,87732,37566,0,0,866,1557,25994,18318,69733,5916,101697,28985,224521,3650,16380,40033,403072,22819,3300,3560,36296,573198,83793,1175842,2948,6885,37467,1268,22720,5882,13638,0,25717,99041,85263,60317,22525,76078,6987,133586,1307863,610547,0,309,468,2352,5845,87380,597068,17983,8732,50337,194283,1074283,10806,21749,7483,23294,4170,20740,8381,8415,3506,502860,655802,24740,36214,499217,604899,29105,1283113,9429,12318,20328,39712,1869,1055818,1025604,1776,3627,61113,6076,35222,1613,5524,12458,4682,3140,1305,804,97217,83848,151541,517997,647224,18926,4473,0,0,2123,2994,940062,3789,65711,134136,3777,558439,22271,2355,718,7054,10433,5492,9903,13418,8587,7317,14703,1930,1630,6993,31909,196984,499781,283540,5094,17050,88038,102237,760571,2234,5520,7353,5871,7639,76389,1968,0,6462,0,26160,19637,3392,9983,2803,3450,421814,72945,2405,0,9962
D11C14T,2,1,58,CML312,13,4,tip,3041,64645,0,0,0,0,6802,0,31748,1332,31389,41145,73898,1626,5182,11660,151008,6286,0,0,13287,494909,29685,2084951,0,2315,14415,0,4826,3789,5321,0,15651,108945,57959,37250,12965,35703,3685,34818,286947,361461,0,196,7593,11720,5594,28915,495757,8011,0,19773,68037,1977556,9102,13694,7442,12093,0,9031,3558,945,4636,179315,1730989,9151,22580,128346,488264,18607,1306160,4033,6148,7983,9169,5250,2078685,1492741,0,1765,237608,103069,37012,21528,35448,50901,39375,14118,18435,0,47468,72126,48298,220165,401766,0,533,0,14520,0,0,831705,3155,61757,25433,2336,194323,6991,12249,0,59669,94200,42153,61274,141625,87383,24521,46612,7850,3193,19411,45451,93522,271936,388753,13889,9911,44109,61343,402407,1205,3359,7338,2130,2290,55027,19202,1805,4363,2525,110190,40502,22795,29328,20617,14892,187134,74360,2894,0,660
D11C18C,2,1,58,CML312,13,8,center,30015,59990,0,0,3282,903,14056,10058,67062,5909,92519,63188,138550,3305,9122,12704,189461,21803,1918,1305,15114,318339,48726,1529535,1806,669,32132,1430,15598,3868,7550,0,15870,86634,62763,40099,11786,57557,8416,106144,1341479,1380321,0,445,671,6684,3345,38305,431738,16604,0,52999,119952,1626404,14124,26950,6462,16079,2439,32042,5703,6249,3309,320278,113823,26354,26856,268891,170921,22456,1405588,9265,11186,11537,32538,2366,1393572,1600886,4895,2298,80364,8456,46896,3169,10693,23063,14208,3516,2581,0,110770,116537,120452,443411,647633,7888,6648,0,0,4004,3323,1057536,7169,63520,9304,165,372621,11799,3153,0,8818,9918,2722,3288,12349,8841,8052,14200,3111,1880,8944,28812,128822,437158,455327,5197,16609,61437,113862,718136,4500,8923,22928,3203,6441,98316,1861,0,4974,0,24967,30636,3921,9626,3419,4885,280755,99495,2776,0,9860
D11B210C,3,1,58,B73,10,10,center,9085,29660,0,0,4693,1866,47144,17916,43575,6409,117738,48318,226447,3378,15495,16218,263830,19020,2241,2036,18952,516402,81309,1463888,3176,6657,25739,902,16514,3668,8118,1958,14615,93309,66937,49277,20552,34451,6895,107509,2558624,922069,0,7552,4352,0,3963,56164,378617,20963,11189,42174,190386,455381,6485,27695,9373,17537,2794,35801,3404,5679,1515,84465,1481273,11202,9062,164828,78092,5032,709868,6361,4514,14925,20889,1634,977795,185417,2183,2425,25249,390072,25789,14414,4184,3209,0,2121,271,0,138666,109488,302344,358644,588655,8175,372,1955,0,8197,7503,1161890,5616,85311,14060,3280,705949,61700,2803,678,6611,1769,3075,10537,7503,5099,7334,13979,2790,2340,7491,48005,353068,485150,113192,9099,35471,220414,460939,895047,0,5512,5445,8094,1467,57442,1629,3086,2912,0,22057,8554,3725,10938,2361,4227,897158,35161,3171,412,10120
D11C26B,2,1,58,CML312,10,6,base,3927,38802,0,0,0,0,12421,8208,30739,3014,41567,17492,211955,2946,5818,27178,306684,12017,149,4283,19897,820802,44066,2058634,1859,3559,20288,1949,14196,5568,8999,0,17153,110772,0,45279,11607,24757,1543,9977,139543,25421,0,599,1856,2341,6825,82043,1118128,26309,13341,91494,237550,1622751,20810,23848,9723,27679,0,29459,7599,17756,3520,408107,1660894,17533,35175,423424,446100,35794,1686682,7886,8801,23535,41722,1705,1959554,766225,6853,3071,335362,32860,34895,4925,19952,62493,17869,13412,15711,0,94260,175384,97934,390012,949151,3825,500,0,0,2371,4065,1049354,3025,53388,44613,2199,278610,10729,3929,0,9313,10796,5345,13841,17330,8648,10269,12576,2006,1439,10759,22779,61281,113357,71421,4715,4196,16233,15273,42559,1100,1614,2045,1152,6703,53097,3026,2065,6350,1148,26293,14076,4676,11532,4227,4159,61219,3598,1339,0,1053
D11C16T,2,1,58,CML312,13,6,tip,8257,64673,0,0,1820,0,10506,9321,48829,4058,54815,48029,130392,473,8123,17975,238653,22590,2817,1845,16344,525309,56718,1508453,1909,1001,36144,0,12124,4910,9771,0,17511,114061,79552,45436,15642,40616,2904,64522,828620,777920,367,861,740,5421,5266,45378,604567,19091,0,72306,130095,1241250,16158,27005,5767,17278,0,20746,4958,7459,4118,351731,1555397,20742,22053,164850,456038,16406,1500781,6482,3995,10848,27066,5838,1297153,1421678,10408,2482,140211,15772,35222,4349,10937,32053,18175,8763,3951,0,96908,118013,97652,424154,850841,5177,4936,0,0,4544,3908,1127284,4616,65730,85840,3972,365075,11715,2622,0,7410,8014,2953,10784,10100,7483,3885,7441,3384,1863,4869,18256,109053,320436,357434,4042,8756,47503,48718,582869,1318,3185,6488,2675,25445,85702,2056,0,3673,0,21049,22583,3938,9389,2412,2847,246565,82254,1994,0,0
D11C112T,2,1,58,CML312,13,12,tip,9204,45895,0,0,641,2487,18186,18187,67289,7114,82766,41376,126579,4876,12403,16401,204836,22792,2388,2967,21988,722472,55096,1243251,0,6050,40087,1251,9180,3294,7263,0,16420,71916,56572,44440,16251,57442,5900,140227,1683082,1005284,0,819,998,3738,2977,39649,486407,22803,0,62877,111490,1184096,10181,27927,4491,25765,2443,35225,7378,7387,3231,297842,1146359,21452,26169,331453,442365,19747,1248338,7679,4130,16112,34515,3379,1191972,857419,8774,2708,46479,2910,30210,2164,4171,11612,4856,2789,740,0,133724,114358,113086,577138,668325,12302,5727,0,15685,4391,4475,990852,3882,113788,94953,4115,413301,16731,2727,0,10263,14967,8491,12862,20352,13990,7622,9534,2448,2244,7038,26991,185695,469049,314969,2615,15901,75053,95100,674012,2029,4522,9412,4349,22608,93224,3596,0,4897,1158,32333,22875,4163,9635,3794,4302,387340,67140,2253,0,11730
D11B16C,3,1,58,B73,11,6,center,7178,56746,0,905,2972,0,30443,19050,42850,3859,103417,45953,265208,808,14372,10943,278678,23045,1728,2005,20413,655195,64652,1320981,3542,5860,33966,1323,19162,6077,12032,0,14022,97562,71510,34552,12718,24227,4698,53717,2085162,1041316,0,1194,14714,7866,3342,78555,714486,8512,0,60092,235286,1535474,15007,20007,9527,20073,0,14021,2923,6409,2892,112315,851081,13771,10621,217712,126289,7850,1157022,7376,3530,13356,29443,494,1307125,460700,3510,2852,129642,10620,46656,2669,6761,25703,6056,3275,1260,0,139296,142713,267684,344115,696286,1543,469,0,8238,5739,5089,1084951,6654,81407,165415,796,660811,32852,2120,0,4509,1613,2482,7386,5917,4000,5770,8119,2596,2325,6054,17513,200429,424490,186477,6072,17209,77648,131946,571222,0,3140,5082,2979,16303,70647,1077,2297,5207,0,13834,13150,2788,10114,1906,3301,475389,34761,1362,0,2572
D11B110T,3,1,58,B73,11,10,tip,168381,45259,0,999,3610,3096,35569,21319,35139,7991,102021,102139,221665,2833,12012,12184,229580,19446,0,1794,16101,423014,70606,1635175,1847,6050,27808,1348,12112,3837,9448,0,12621,105737,80239,46161,17598,36713,2416,73765,1882217,410870,0,1299,2212,0,6284,71585,486404,18287,13671,24545,288540,972753,9085,27619,10182,20769,5128,17593,3823,5846,3707,113858,1270434,9575,9667,162778,77798,7161,769714,5663,5311,13135,23797,7030,1261796,194674,0,3087,19592,3063,38284,0,0,2344,785,0,0,0,132438,137089,292584,376287,595814,17140,3959,0,0,6079,6897,930189,0,62542,22106,0,657610,50623,2075,0,7643,8025,4058,4227,8849,6929,8314,17824,3858,3090,7659,73617,561238,753302,165856,10485,50944,274542,484205,855521,961,6422,8636,8070,6606,96138,2202,2937,8390,0,31312,16468,4625,12746,2701,4461,1040883,32114,3650,537,17992
D11C14B,2,1,58,CML312,13,4,base,3293,53134,0,0,3877,0,7717,5425,43930,2571,44106,42190,96662,519,5438,19245,246120,12261,1239,0,14963,520615,35264,1396533,0,2726,21601,0,13172,4970,11871,0,17392,90539,53167,35734,13696,31189,5426,24895,284848,291922,0,0,573,5703,6266,44000,613699,8358,0,82462,82221,1511130,11118,14132,5128,11593,0,4982,5334,9126,4909,250402,1444279,13885,22576,160292,603320,15824,1153996,5834,7628,8530,19223,4931,1369062,1144361,3544,1989,204511,18924,54897,5562,26145,40366,27866,8101,10725,0,56620,88919,47148,203792,500876,2301,2288,0,27621,3125,3919,869230,2718,59472,44756,2293,250215,6430,10308,0,57049,104047,55016,62787,140865,99878,28741,47314,9955,3820,17654,84043,180108,543912,517886,13104,13810,82728,115305,1691003,0,6098,14397,4153,5996,64066,23084,0,3374,3568,125852,60947,33290,46104,19029,17832,360610,147206,3301,0,1475
D11B26B,3,1,58,B73,10,6,base,20572,39971,774,680,2555,0,30471,16773,35608,5005,84857,70245,218367,789,13419,12505,291477,17740,2083,1880,21131,464069,68349,1666390,1382,7334,29161,1536,18961,5121,8274,0,10935,85730,50362,37937,13203,26208,3993,48109,1874540,631362,0,85,1090,0,5121,65508,619703,15633,12297,38718,178578,1780440,6936,23570,12163,19886,3318,14231,2994,4542,2578,69405,1408626,7328,7320,141580,106735,6093,754466,5802,4176,11270,22512,3763,1419185,304509,2618,2635,14179,2529,14076,0,1999,1821,0,0,0,0,87256,92580,244713,238947,492566,8342,288,0,0,5970,7056,959760,3383,55363,5734,3276,513143,34435,3067,0,8564,10404,3304,12313,15514,9708,8041,3244,1240,3227,6988,46644,345574,626748,236401,7400,28544,133097,303086,920748,0,4326,7125,6747,5061,64559,3408,2250,7142,0,30534,14477,4293,13769,2946,4585,907961,56023,2616,0,11439
D11B14B,3,1,58,B73,11,4,base,3470,51299,0,0,2585,1731,14971,0,27147,2973,56647,37227,196160,2253,10124,9152,256695,14384,1196,1106,13953,546226,51237,2575930,2627,4568,20151,1407,13778,8075,8374,0,11466,87228,0,26869,10411,23173,1210,7585,311475,141907,0,0,1026,0,3570,41733,502830,9270,0,36446,112033,2726846,8441,14195,2513,11953,0,14542,2189,5177,3993,64479,2173153,2550,9357,115492,151513,0,1034003,5301,1946,7731,20665,3457,2309052,522138,3261,2533,83861,11958,53613,0,5184,10972,0,3735,0,890,72856,89057,138632,194437,449263,3557,0,0,0,6289,0,917297,3612,55375,49143,2867,525965,19133,3436,0,11048,12055,7344,14919,18648,11568,9843,12570,2671,1610,10040,27388,135942,353355,232635,2335,14102,55037,100261,560775,865,2901,3504,2521,5331,46179,2863,1504,7824,1390,24286,14565,5853,13674,3879,4072,473969,46476,1892,0,1054
D11C210C,2,1,58,CML312,10,10,center,43007,26568,0,0,2365,1831,27185,5234,42390,9033,80122,33553,217169,4826,13031,37810,319850,31223,490,2688,21788,638770,99495,1733626,1067,7170,50908,761,8193,3028,4315,0,15742,72686,0,37432,23428,38509,4822,49925,1147923,355237,0,1252,456,0,10347,96973,1009954,46843,20502,89674,341017,1297192,16521,27017,15914,55533,0,37137,9394,11774,2572,397564,902625,27030,34912,383567,322673,38484,1649395,8439,11183,36225,58564,2195,1711132,667475,2753,4207,48347,5781,22656,1801,2578,9002,2762,3004,465,0,74096,122557,117669,534318,1211892,7754,218,0,0,2630,6823,1130941,1329,61187,43380,4480,460446,21881,2431,0,2919,2669,2873,9030,6911,3743,6240,11944,1046,1427,5936,31679,109378,226466,104712,5601,13508,54453,86468,146789,1571,2920,2937,3564,2499,51017,1294,2874,4357,0,18210,8791,2796,10061,0,3117,173132,9375,2022,0,1053
D11C212T,2,1,58,CML312,10,12,tip,85138,15107,0,0,0,0,23203,0,28316,10004,66635,17437,178947,1269,11711,40981,262024,18537,3052,1001,13397,486103,97296,1597080,1100,4059,35111,726,9054,1844,6377,0,19319,90935,0,44880,17965,99296,12193,159121,2087633,408345,0,2285,2128,0,7465,98063,680931,23121,12033,76077,390560,1506384,9129,31679,10977,33135,2340,12321,10191,10719,3512,481067,1372888,20741,41915,534364,263276,34507,1103805,10935,17282,42717,46845,2970,1573300,432244,1741,5419,29766,1947,28436,1572,1321,470,0,1941,572,0,111434,110417,118805,733936,949424,14935,6184,0,0,6562,8371,1166983,5322,74995,63657,4853,491969,32666,2708,0,6721,7392,4342,9164,10290,6200,6458,9953,1283,922,5930,23296,67020,82458,36209,7958,11919,39854,48384,65135,815,1928,1656,2290,834,53792,1295,3449,3975,655,15738,5341,2204,8936,2429,2593,62577,3854,1570,0,10065
