id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,Acylcarnitine_12:1,CE_20:3,CE_20:3,CE_20:3,CE_20:4,Cer_NS_d18:2_18:1,Cer_NS_d18:2_20:1,Ceramide_C17,Ceramide_C17,Ceramide_C17 ,Cholesterol,Cholesterol_d7,CUDA,DG_12:0_12:0_0:0,DG_12:0_12:0_0:0,DG_18:1_2:0_0:0,DG_18:1_2:0_0:0,DG_34:1,DG_34:1,DG_36:2,DG_36:3,DG_36:4,DG_16:0_18:2,DG_16:0_18:3,DG_16:1_18:3,DG_18:0_18:3,DG_18:2_18:2,DG_18:2_18:3,DG_18:3_18:3,DGDG_16:0_16:0,DGDG_16:0_16:1,DGDG_16:0_18:0,DGDG_16:0_18:1,DGDG_16:0_18:2,DGDG_16:1_18:3,DGDG_16:1_18:3,DGDG_16:2_18:3,DGDG_18:0_18:1,DGDG_18:0_18:2,DGDG_18:0_18:3,DGDG_18:1_18:3,DGDG_18:3_18:3,DGDG_20:0_18:2,DGDG_20:1_18:4,DGDG_18:3_20:3,DGDG_22:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:2,DGDG_24:0_18:3,DGDG_26:0_18:2,DGDG_26:0_18:2,GlcCer_d40:1,GlcCer_NS_d18:2_16:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_18:1,GlcCer_NS_d18:2_20:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_22:1,GlcCer_NS_d18:2_24:1,LPC_16:0,LPC_17:0,LPC_18:0,LPC_18:1,LPC_18:2,LPC_18:3,LPC_20:1,LPE_17:1,LPC_16:1,LPC_18:1,LPC_18:2,LPE_18:2,LPE_18:3,MGDG_16:0_18:1,MGDG_16:0_18:2,MGDG_16:0_18:3,MGDG_16:1_18:3,MGDG_16:1_18:3,MGDG_16:3_18:3,MGDG_18:0_18:3,MGDG_18:1_18:2,MGDG_18:2_18:2,MGDG_18:2_18:4,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:3,MGDG_18:3_18:4,MGDG_16:0_22:1,MGDG_20:2_18:3,MGDG_18:3_20:3,PC_30:0,PC_32:0,PC_32:1 ,PC_32:2 ,PC_34:0 ,PC_34:1 ,PC_34:2 ,PC_34:2,PC_34:2,PC_34:4,PC_36:1 ,PC_36:2 ,PC_36:2 ,PC_36:3 A ,PC_36:4_B ,PC_36:4_C,PC_36:4_C ,PC_36:5_B,PC_38:2 ,PC_38:3 ,PC_38:4_A ,PC_38:5_A,PC_40:6_B,PC_16:0_18:2,PC_16:0_18:3,PC_18:2_18:3,PC_18:2_18:3,PC_18:2_18:4,PC_18:3_18:3,PC_18:3_18:3,PC_18:2_20:2,PC_20:2_18:3,PC_16:1_26:2,PC_22:1_22:1,PE_17:0_17:0,PE_34:2,PE_16:0_18:1,PE_16:1_18:3,PE_18:0_18:2,PE_18:0_18:3,PE_18:2_18:3,PE_18:3_18:3,PE_22:3_16:4,PE_26:0_16:3,PE_22:1_22:1,PG_16:0_16:0,PG_16:0_16:1,PG_16:0_18:2,PG_16:0_18:3,PG_16:0_18:4,PG_16:1_18:3,PG_16:1_18:4,PG_18:3_18:3,PG_18:3_18:4,PS_24:0_18:2,SM_d35:1,Sphingosine_d17:1,SQDG_16:0_16:1,SQDG_16:0_18:1,SQDG_16:0_18:3,SQDG_16:1_18:3,SQDG_18:0_18:3,SQDG_18:2_18:3,SQDG_18:3_20:3,SQDG_16:0_16:0,SQDG_18:2_18:2,TG_14:0_14:0_14:0,TG_17:0_17:1_17:0,TG_17:0_17:1_17:0,TG_44:1,TG_46:0,TG_46:1,TG_46:1,TG_46:2,TG_46:2,TG_48:0,TG_48:0,TG_48:1,TG_48:1,TG_48:2,TG_48:2,TG_50:0,TG_50:2,TG_50:4,TG_50:4,TG_50:5,TG_52:0,TG_52:3,TG_52:3,TG_52:4,TG_52:4,TG_52:5,TG_52:5,TG_52:6,TG_54:3,TG_54:3,TG_54:4,TG_54:4,TG_54:5,TG_54:5,TG_54:5,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:6,TG_54:8,TG_54:8,TG_56:3,TG_56:5,TG_56:6,TG_56:7,TG_58:6,TG_12:0_16:0_18:3,TG_12:1_12:1_22:1,TG_14:0_16:0_18:3,TG_12:0_18:2_18:3,TG_12:0_18:3_18:3,TG_16:0_16:0_18:1,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_16:0_16:0_18:2,TG_12:1_16:0_22:2,TG_16:0_16:0_18:3,TG_16:0_16:0_18:3,TG_16:0_18:0_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:1,TG_16:0_18:1_18:2,TG_16:0_18:1_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_18:2_18:2,TG_16:0_16:0_20:5,TG_16:0_18:2_18:3,TG_16:0_18:2_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_16:0_18:3_18:3,TG_18:0_18:0_18:1,TG_18:0_18:1_18:1,TG_18:1_18:1_18:2,TG_18:1_18:1_18:2,TG_18:1_18:2_18:2,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_18:2_18:2_18:3,TG_14:2_20:3_20:3,TG_18:2_18:3_18:3,TG_18:2_18:3_18:3,TG_18:3_18:3_18:3,TG_18:3_18:3_18:3,TG_18:2_18:2_20:0,TG_18:2_18:3_20:0,TG_18:2_18:2_20:2,TG_18:2_18:3_20:2,TG_18:3_18:3_20:2,TG_14:3_22:6_22:6
D11P26T,1,1,58,PT,13,6,tip,1708,0,11152,10684,0,7067,7083,0,0,0,1091,0,105825,8687,0,0,0,0,0,5097,1780,2599,21833,47105,3329,11541,9981,77444,78698,50035,0,3099,5277,258838,6202,8556,2446,12215,42075,1116942,97782,1681191,4886,6582,27941,2182,9786,14535,7636,1688,13840,0,13933,22512,76272,73746,24024,23438,13172,31872,473,6627,7088,74160,95438,0,0,0,6688,76311,3893,946,3313,46951,503237,0,8137,0,25582,17643,467579,37374,1853,19187,15661,166001,76596,16787,1407127,10989,25102,16739,6279,9942,0,11976,3051,14919,3220,288620,1331488,79069,23843,19246,73593,492418,252737,279067,0,0,13653,18370,11599,12219,3281,13494,2332,9961,1455899,1444724,104627,87507,1399040,17517,8774,17387,11362,2144,1747,572339,69759,25125,15907,94756,134681,64805,4421,17175,1535,131997,96940,312309,409118,601570,0,1215,12411,2322,0,0,0,3736,3310,509578,1592,99735,141870,748,116796,15869,2110,415,0,0,7481,785,3077,767,4069,1114,5925,1820,11214,619,4763,9336,1597,878,1014,1638,15833,1804,3753,3514,15718,7474,56926,6059,0,4024,980,928,0,3677,1141,5361,4111,0,28426,3018,0,26020,241562,890,591,3090,0,20307,0,100349,3179,0,2049,2598,867,6412,10120,1775,9554,2372,2023,0,2857,7239,5633,8661,4372,0,23018,10188,62119,2883,9476,140023,41407,1689,2996,0,7632,15369,9456,165031,20201,4046,34423,33153,35420,68865,1289,2983,2947,1888,0,3312
D11P26C,1,1,58,PT,13,6,center,1204,0,16552,12232,0,4267,5443,0,0,0,1033,0,84023,6419,0,0,0,0,0,6126,1464,2039,19271,38419,2594,14645,10859,80942,53990,36930,0,2142,3361,215008,5321,7000,2238,6944,95990,1000402,86827,1392694,3620,5955,22833,1565,8349,16446,5458,1799,17195,0,11456,12654,49996,58268,22806,18532,10090,28443,799,8216,5406,66275,71803,0,0,0,3702,52533,743,3002,2319,47467,430077,0,11062,0,29011,21622,489624,37127,0,19579,13234,86846,44300,17914,1354827,10168,25371,15527,4810,9931,0,9888,3597,15078,4358,316549,1191064,78092,5409,20452,100942,921640,525863,399721,0,0,13899,16449,14965,14725,3053,12705,2282,11729,1182416,1391971,46142,68316,1282338,9598,9887,21166,13643,2460,1615,775743,85383,30759,19848,162638,218825,96097,3214,23750,3075,117040,92061,312800,401763,581624,0,903,13731,1067,0,0,459,3436,0,320179,0,84721,121881,2398,74484,14448,1374,507,0,0,4294,621,1506,601,2587,1906,12584,1175,4837,551,3529,12090,1301,1093,1241,1837,18348,1600,4545,4440,22437,11553,71159,5621,0,5072,2185,1221,0,6812,3848,7525,5810,4220,51934,5256,0,38125,436038,0,0,4276,0,17710,0,126355,2044,0,4602,1645,1482,3892,9254,2060,9654,1766,3479,0,2487,8748,7125,11801,4838,6380,34897,12140,95881,0,9053,141339,44262,1754,2588,0,12761,24202,14109,261973,33675,3411,52020,99667,41572,5912,1990,4440,3879,2564,0,2707
D11C14C,2,1,58,CML312,13,4,center,5069,926,31818,26286,0,7456,9833,0,0,0,2772,0,103525,7479,0,0,0,0,0,0,1591,878,11556,37057,6145,2433,2457,39655,40634,99940,280,5159,19240,255104,6391,9892,1248,6134,18044,682265,43515,1461327,0,3084,28810,2405,12490,6990,4948,4507,5602,0,18387,22139,86158,99520,35087,32087,15501,33522,773,2413,6976,79343,172237,0,0,0,8153,103042,4989,7020,6347,41506,745348,0,11862,0,0,18017,105684,24106,304,12090,11062,109160,34489,4773,1265456,3141,16786,16354,5021,16549,0,29526,5826,10776,4043,298879,889709,93644,51539,21764,25939,114726,53755,145421,0,0,16707,9250,4673,7360,3931,8109,1261,12481,1236512,1400518,57442,131736,1362457,81056,7720,17697,8448,2335,1287,463623,48927,28306,8553,54907,117906,83193,21244,22863,0,60060,115728,55369,246935,724777,0,2009,1271,0,17445,0,0,3802,3794,941088,5858,75198,69699,3589,267573,8235,9909,0,0,4487,38183,11932,48192,5544,37619,5882,51697,12725,97752,9912,65159,17195,8266,2222,0,4291,15726,3892,10290,8010,41228,23052,152671,14804,0,10041,0,0,0,4052,3552,6663,4992,2426,49533,39482,0,59861,695845,3122,0,6007,0,24323,0,69496,21534,0,1471,16190,8462,52662,75242,4808,55346,16086,19963,0,15842,33815,19431,29226,8142,13191,63247,25165,195086,6286,22645,441478,150227,11253,11289,3713,7484,13944,16419,305771,40977,10380,80307,87958,102518,6899,2489,3305,4707,3139,0,0
D11C112C,2,1,58,CML312,13,12,center,58447,0,18546,15476,0,4661,8001,0,0,0,3268,0,65965,2761,0,790,0,0,1156,1982,2432,4520,20393,53812,6975,3971,13688,67554,24420,148946,4272,12358,6980,246831,12364,15330,3142,4164,14701,723385,66875,1074982,1909,6197,46221,1914,9883,9474,3882,3976,4460,0,19028,20818,64802,94268,32292,24054,15934,62988,1156,6335,49844,854927,884525,0,0,2294,34490,603834,766,2946,3994,61370,706003,5826,21112,12668,15458,7893,150383,4724,2168,11314,8738,89721,42347,14095,930234,8249,13690,23822,7284,33920,0,52258,10021,11447,3534,444030,645190,56601,6839,35240,36626,308731,314409,273170,11510,18186,18829,7346,7727,10705,3156,9744,3127,3721,1041046,1073097,21241,51702,936959,9193,21018,40670,11478,11121,0,51745,7533,24426,1668,4257,13637,4564,1902,791,1065,118118,118175,102127,576912,754942,643,12230,5771,0,0,282,0,4686,4784,932365,4369,100986,127863,4569,468241,16582,872,318,0,0,4644,948,3300,0,4618,1171,5707,1259,7038,0,2596,10276,966,824,1775,2164,11302,2462,9847,10013,66618,22446,186895,9603,0,4335,1699,1144,0,4867,2235,11377,745,3354,88303,12399,6048,50778,522256,1949,0,4363,1864,31834,0,82358,2352,0,3297,1433,3063,5553,21742,1978,26336,2385,3368,1224,3917,9357,6341,17503,11550,13550,87264,28009,232853,9317,16508,273435,140506,1218,3184,0,10586,16570,19777,344220,56877,10898,66499,116366,48283,171502,2071,4456,4241,4502,3448,13272
D11P16C,1,1,58,PT,13,6,center,0,0,53927,49575,0,13293,14316,0,0,0,8383,0,159449,7429,0,0,0,0,1223,0,0,2581,14019,107477,8273,4672,6981,97992,284042,118653,1850,4765,4215,204272,12353,19458,1965,4795,8826,859142,98805,2287717,0,5570,39159,0,12343,19957,9086,3615,0,0,24753,39940,138754,134976,50973,52640,26973,28995,621,1544,4112,15006,42514,0,0,508,0,709,1422,0,2623,32286,1283492,6598,19126,0,0,36669,272582,9457,2350,21042,20090,49422,23776,10430,1937157,5260,6820,31963,14714,24863,0,23516,0,2659,5497,91470,698546,24758,15730,13789,8110,16130,5400,52052,0,0,0,11763,3992,5211,7521,17082,0,5526,2185418,489332,24827,55485,623066,99268,3792,12607,19808,3045,0,165223,19713,58716,0,12311,33316,30947,6340,24396,0,102876,167027,109500,330096,690897,0,0,8204,2211,0,0,0,4396,0,890976,4359,54501,154199,0,132182,11680,2667,679,0,0,7474,2354,3717,0,3606,1646,12935,1247,10173,1451,2577,12048,1920,0,0,2285,25767,1615,6701,5468,26395,0,74659,0,0,9432,1131,1208,0,0,790,0,0,0,28460,19196,0,41884,406932,0,0,2484,0,27074,1180,134513,3018,0,13839,931,1765,5287,9804,16080,11670,0,4264,0,2805,10792,3603,10328,5468,9930,31782,19073,88604,6996,22650,421681,223118,1801,3715,768,7517,10359,9249,167763,66015,9025,54926,108284,113837,9116,767,1408,3090,2162,0,0
D11B28T,3,1,58,B73,10,8,tip,10278,0,20657,16050,0,5797,8290,0,0,0,657,0,89400,3913,245,0,0,0,0,0,1734,3497,25176,28231,3573,2032,14353,74900,63004,198559,3099,9864,2302,333018,8550,18688,3201,2564,22754,511185,98227,1342460,2297,10460,44548,937,18996,9978,5414,5823,3307,0,14252,7405,71443,91980,31296,33092,15370,37990,0,7771,58105,1328604,1146085,0,0,0,22323,911732,2340,0,4289,78876,529191,4117,15405,17891,12703,7908,271203,33614,2043,14813,11809,101537,36984,13735,152078,9162,10997,28497,14724,22273,2345,14418,2226,8748,2081,162445,744655,66009,31826,14581,12349,50205,121926,199314,7678,0,7188,2950,4180,6998,3303,10927,3074,14382,1089202,1217721,68221,24354,363449,48922,16133,23345,5187,7126,0,18223,7689,30010,1414,1750,2809,0,0,167,522,148064,125952,428252,393410,706879,3024,9003,4377,0,0,0,0,6019,6803,913917,4284,70943,400127,5000,632957,57667,1580,328,733,0,3762,1029,2600,0,3289,1121,6202,1131,6004,685,1805,10569,1729,541,1467,2681,14822,3663,17393,15510,106221,24309,206269,5768,0,5350,2557,2426,0,8173,0,29477,1010,1198,245128,28154,0,51092,485567,738,0,2297,0,17863,0,83947,1981,2987,3945,0,2115,7225,17748,2742,11660,1840,3935,0,0,9723,4354,24488,19290,11495,150588,31066,258806,14907,11287,155326,55440,1509,3193,1772,20252,45047,35041,639591,82440,9786,66069,177648,22352,72919,2358,3787,6861,5813,0,13814
D11P210T,1,1,58,PT,13,10,tip,9163,439,14781,11408,0,3974,2765,0,0,0,1381,0,95885,5213,0,0,0,0,0,3075,2182,5954,23069,38284,3885,4230,18206,70669,56736,90098,0,9545,4760,199410,10495,17800,521,4025,25118,807289,101950,1363044,1681,16530,95823,3134,9795,11202,4509,2120,3204,0,10862,14849,40606,30321,28191,28737,21771,33356,575,2083,11417,273571,151611,410,0,0,10860,282439,4689,2921,5538,53096,528653,6246,20921,25544,26668,20958,431432,50498,2763,21218,778,475727,92700,24414,1226708,12408,31033,15302,15115,45497,0,25295,7008,16867,3190,595238,774967,63226,9889,35116,43566,372195,152554,545532,16212,23083,20521,8354,4380,19205,1879,18849,1768,14693,1001489,1363046,53796,46836,1119844,100716,20457,59439,14429,4478,546,403304,46680,21982,2552,12322,107421,28044,2629,5375,2739,172296,207984,429566,517186,1098459,2633,2999,13383,6992,0,0,0,4517,3718,793735,5068,88664,6783,6850,305771,25985,830,235,0,0,5554,941,1750,588,3174,958,7007,698,7608,998,4170,9694,1877,1090,1348,2600,15135,2421,9076,7899,42748,14179,106836,5302,613,3623,1681,1203,0,4522,2089,10590,2334,1116,74433,8120,0,17099,233737,1108,0,2619,0,14155,0,82991,2193,7088,9172,905,2735,5490,18615,2599,16195,1466,3125,0,2364,8210,4084,16107,9605,7897,67625,18602,145445,4026,9561,139484,52583,1429,2908,0,11831,20250,11930,214733,30417,4076,26684,53512,14406,22279,1903,3275,3895,3108,0,0
D11C210B,2,1,58,CML312,10,10,base,11527,295,6286,5908,0,6831,9221,0,0,0,2980,0,130004,6226,0,0,0,657,0,4176,1701,7933,34653,38291,7629,0,25002,78696,24464,201164,694,11193,17622,386368,10811,10780,2662,15808,13331,406607,114884,1650827,2519,5349,30848,3594,14621,7250,1688,3272,2467,0,21683,29659,80928,42280,34387,25579,18284,44071,721,3204,102995,1205782,207840,1990,0,3464,42310,556459,1023,0,11171,120315,806466,7482,24783,10492,20059,21110,392069,3285,856,10822,10776,131028,36869,5211,1558776,8614,9522,23098,9151,31558,2974,49244,8329,9841,3013,398874,996385,121080,2369,20866,31830,198995,76984,366611,9127,19458,0,10022,8550,18269,4643,7436,6835,4620,1619690,1243690,76222,50033,252844,49587,25697,29494,11723,10863,1009,56204,32659,43794,2613,868,6886,1439,2285,746,1420,71628,99935,111929,550236,1022815,3242,8636,527,2762,0,0,0,7113,9438,1093371,664,51379,6702,1168,551419,30341,1134,296,0,0,5266,890,3905,0,2496,991,6531,994,4376,927,3313,14290,1092,900,0,1346,6220,2148,9156,8017,42272,7745,48316,4151,0,4339,1288,1441,0,3282,1483,12404,1022,593,67494,7976,889,12741,81676,807,0,997,0,8589,0,28019,1867,4023,1340,1340,1579,2738,8394,2022,4566,1310,2866,0,1015,5922,2004,9689,7731,2987,42154,10298,54557,1965,7738,37682,4957,1220,2501,608,7435,18928,17477,203885,15451,2373,17692,10388,6116,10009,1461,2542,2945,2622,0,7937
D11C16C,2,1,58,CML312,13,6,center,2582,0,28749,19982,0,9341,8861,0,0,0,1568,0,113129,5473,0,0,0,0,0,0,0,1762,24343,60804,9684,3954,7840,61429,72024,112733,2191,6814,12814,191238,7356,9267,1868,5159,11884,497763,45812,1799163,0,3370,23988,2101,9150,9100,4502,3274,4486,0,15276,30563,98328,88711,22273,24985,12449,32978,316,2017,52700,704439,1224000,0,0,491,28612,352053,559,6754,4383,31267,516265,0,11218,0,0,16410,91861,3527,1512,10559,12130,178840,30840,7908,1672395,2329,13267,18412,5350,14383,0,15728,3074,408,0,189872,1410227,73503,42397,12461,17208,56179,23098,98224,0,0,12309,6574,4275,3958,4935,7672,1345,7808,1690562,1214903,30345,111661,1068019,59445,1818,13235,9652,2763,1219,70199,11411,26236,4206,7060,14682,10080,3295,3103,1035,84906,96988,79310,363947,726559,0,3666,568,0,0,0,0,5354,0,1040756,185,62201,61316,0,355421,11327,1888,0,291,0,4370,1052,4458,702,2628,1123,9491,993,6873,680,3434,15122,2281,0,1492,1775,8077,1651,3252,6119,28769,16926,97463,13566,0,3783,979,567,0,3049,860,5775,3768,1578,36177,21390,2917,40848,362057,1238,0,3945,0,26376,0,76745,1773,0,2505,1540,1209,2425,10573,2908,15365,1463,1923,0,1534,6383,4419,9824,6698,5727,41118,18255,120813,0,17181,317112,50698,1354,2545,572,5527,10192,11683,226706,32521,5112,55411,19850,62934,109329,1261,2892,3695,2487,0,0
D11B28C,3,1,58,B73,10,8,center,51421,0,21672,15960,0,5595,2879,0,0,0,1146,0,68998,4260,0,0,0,0,0,3363,2466,1968,47380,34028,6890,3153,24146,96092,50608,190051,2783,13460,12912,299404,8761,15197,0,3541,30143,611823,80957,1276606,3227,8318,35545,3530,24950,14226,5297,5652,4391,0,14901,27647,70651,33069,35172,39599,20651,39292,0,7236,78177,1272247,1095670,0,0,4142,24592,871361,1451,0,4647,66230,507477,4043,13760,15418,12923,6116,208356,6991,1984,13795,10588,78968,31346,11517,157187,8382,10130,30442,12136,22612,4928,24307,1090,5971,1977,122499,870408,48985,4793,11798,11950,43719,135806,148548,0,0,6621,2511,5103,5381,4180,9435,1012,10841,1074970,979430,55825,17780,299486,40433,11614,17560,5723,4205,771,11627,5672,19974,1886,0,1937,0,0,313,0,136549,130590,326039,306136,620237,3460,10550,4354,0,0,0,0,6030,6866,935706,4671,93365,7901,556,596265,46206,1105,312,496,0,5468,1215,5403,939,6616,1227,6991,1800,9434,1295,7211,10688,1553,1611,2281,2928,12427,3348,13398,13561,127664,25703,243084,8656,0,7355,668,3461,0,11073,4596,37930,3809,1674,378973,56786,0,74346,838675,1053,297,2722,0,27757,0,82265,3420,3335,3967,0,3107,4744,21659,1884,14278,2120,3904,0,0,12023,5077,26699,22107,5636,195525,34510,336170,0,11073,177115,54860,1146,3496,1015,31056,95610,53282,881797,58343,15345,96183,157441,39144,119413,3344,4485,8419,7950,3125,18382
D11P212T,1,1,58,PT,13,12,tip,19206,0,19958,15850,0,4104,1905,0,0,0,2663,0,93938,1731,0,0,0,0,0,3192,2365,4564,14317,31800,5796,3069,18617,72606,38272,93381,2255,15895,5664,196918,12865,11293,122,9470,30564,841684,98505,1142413,1213,12009,54818,2285,8881,10789,1802,1680,3767,2661,11574,16588,46840,70121,25230,25365,23661,63875,1040,7398,70464,967170,782765,0,0,724,31098,574756,5519,0,3855,54780,418122,3354,12612,13739,20996,17154,399667,27879,162,14833,1441,750634,74859,14725,1036242,7624,14352,16577,10780,22272,0,27175,6061,11393,2851,526865,1015942,50982,6045,20058,43037,138627,339501,467850,3379,20028,12549,10940,6345,15535,2959,10472,3909,13084,859115,1141379,107843,30320,700371,14735,9474,37259,10361,4793,436,59103,7895,17217,955,2528,12956,3497,1755,395,707,149056,144951,364326,405914,697742,2779,4267,8814,3248,0,0,0,4800,4628,813355,3338,110634,205425,4048,315661,31042,2826,0,346,0,9246,2820,7766,1401,9302,2016,10401,3409,17815,2342,4976,12249,3619,0,2081,2636,4024,4073,14299,10774,73850,18696,159308,7203,0,6045,2542,2248,0,6769,0,15971,2474,1719,124938,13335,0,27567,253637,1497,0,2242,0,20420,0,76321,5027,6981,8713,3440,4063,10372,30308,2581,21440,3821,6162,0,5112,14772,7351,27749,15074,6424,114057,25418,211454,7312,10220,149687,59881,3164,5025,0,19452,26688,17397,296123,41824,5093,36954,25914,15729,38697,2469,3687,5316,3883,0,9745
D11C26C,2,1,58,CML312,10,6,center,2557,0,24401,19798,652,9237,5365,0,0,0,1161,168,109807,8642,0,0,0,0,0,0,0,2131,26015,36653,5245,0,9582,47537,18114,191669,2937,1670,8813,283470,6897,10163,1449,3531,22131,852705,42667,1742132,0,3360,22366,2687,16037,8322,6006,5292,3701,0,19911,38702,51991,111536,38306,26571,14355,25265,876,1148,522,43279,21126,0,0,0,259,71131,2789,0,6771,82747,1190791,7081,23236,0,22027,7615,254422,31192,1527,13413,12298,51714,43728,12368,1375267,10775,23826,25783,9369,31432,0,33303,8492,22873,2969,516304,1408097,138807,10216,23523,37555,128753,285724,294248,9085,22561,9312,20432,5911,12053,5238,9701,420,7424,1695572,1673118,18118,115945,794309,71131,12829,37068,12607,4946,1165,468587,46272,28863,5273,25936,107142,33441,17787,18282,0,100908,187521,91547,448541,1024399,2508,391,0,0,0,825,427,1310,4335,858094,2438,52506,58746,376,257798,10840,2436,0,236,0,8017,0,6163,0,2174,1422,7538,2146,8869,0,5513,12966,1884,1077,1316,1705,21548,1744,6023,4769,25446,8349,57337,1320,0,6862,0,1106,0,1864,1067,0,0,0,17690,8774,1244,7340,52425,1172,0,1971,0,19046,0,73358,2629,0,3475,1874,2683,7333,18938,4997,17164,3116,4522,1726,0,12673,5371,11182,5227,5724,32058,10459,65859,2822,6598,84859,21025,1926,3018,1053,7163,4764,4340,67915,9090,2753,10424,17133,5947,23607,1737,1946,2294,1108,0,1336
D11P28B,1,1,58,PT,13,8,base,6793,0,19958,13600,0,4155,2162,0,0,0,1316,0,90403,4724,0,0,0,0,0,5235,2960,6070,33307,47833,6766,10590,20751,107000,64686,78360,0,5489,4856,193695,10734,12172,838,4402,34370,783429,83341,1211905,1704,15075,64590,672,6803,8070,4044,2523,3611,0,11646,21026,49855,57564,22883,17816,12360,47689,806,9707,21618,588847,479347,0,0,0,10231,276678,13672,7825,3058,46518,575019,4236,17841,19274,30401,25092,440228,6159,1699,18570,11551,596410,81161,17244,399334,9138,24355,12108,10835,27576,0,15363,1682,9986,2319,304267,855674,60558,5614,19352,50504,181518,413728,384585,10326,12374,12426,10938,7123,10133,3372,13998,1753,3888,1117645,1033685,84838,35947,687476,65717,16548,30785,9057,3548,980,427424,43847,39833,6143,39223,83554,27869,5161,7722,2230,137917,128777,319469,414941,733815,1524,0,11367,3215,0,0,0,3972,3199,532430,661,65056,24124,3633,147431,18419,2485,0,0,0,8415,1529,4573,1032,4569,1656,6634,2150,11631,1324,3924,10408,1735,1260,2059,3960,16803,4737,11318,12645,125963,36078,245247,16974,0,10255,5304,4124,0,15533,8432,17676,1296,0,145005,101739,16518,74237,595493,4254,0,13954,0,4892,0,73372,3858,8884,12622,1974,4542,7487,32079,2624,30692,3210,6172,0,7017,21965,16812,36492,19784,9967,140889,43715,351045,8584,23610,407750,4675,2655,9469,1674,36073,66491,29581,533771,52015,14064,81519,123929,56910,192977,6073,14005,12084,5747,1836,2359
D11P18B,1,1,58,PT,13,8,base,1438,0,18843,8765,0,7836,10069,0,0,0,7023,0,130344,10265,0,0,0,0,2241,1939,3064,3990,32171,55320,4793,2484,8278,113174,61972,124908,2768,5783,20383,247207,11930,14657,839,6942,4031,582349,91707,1986341,2042,7066,45352,2156,10910,13973,3204,3301,3723,0,21432,29877,92052,100811,44234,44941,21113,28797,617,2005,552,29244,27046,0,0,0,2563,14355,1723,0,4119,46554,1026545,8060,9243,20409,17801,10828,332375,42503,1393,17861,15830,59546,33583,12567,1260368,4258,3036,16788,11288,36995,1531,25452,1615,6461,2872,362025,1558288,90018,9658,17560,17614,11571,66280,279709,0,16706,15433,8416,4232,5369,6432,16497,7042,13520,1982441,1406871,27052,61218,668391,142306,4526,24164,10752,6088,1603,254045,26793,41856,3259,10414,48759,17646,11665,10477,0,114709,187444,202071,434899,947131,3964,0,6386,2424,0,0,0,6806,4164,995383,1602,42331,86390,2409,205811,15602,1883,652,321,0,5841,660,1534,0,2024,1404,6695,1092,6131,0,3142,14112,3204,1294,0,1574,19063,2031,11588,5002,27786,10965,64450,10439,0,4250,1130,874,0,3780,0,10585,0,0,58626,3982,0,34796,278572,0,340,0,0,8867,0,52509,1675,2030,2666,0,1478,1411,8316,5855,8376,1078,2563,0,1295,3093,1560,10713,8795,2896,44853,18270,104273,3215,12565,192875,17776,1337,1931,0,3191,16530,18090,317545,18818,6112,53375,29494,47251,76073,1077,1564,2818,2907,849,0
D11B28B,3,1,58,B73,10,8,base,10719,0,9460,4788,0,7463,8455,0,0,0,2711,0,104239,4465,0,0,0,0,0,3878,2725,6810,47785,30395,5588,1127,35365,104953,29697,217103,1028,13428,17515,345953,6866,10542,2213,7951,15396,512597,99421,1573323,3430,8073,27013,2032,14624,11391,4296,4704,3213,0,12670,34332,92526,94299,27297,18980,13550,28459,0,3816,69137,1523748,644268,2594,0,669,19040,629570,1546,0,4266,68942,521477,3812,8483,12361,9891,7179,256210,23083,1542,13158,10142,97274,43368,4014,1503940,7977,7377,20108,14165,21737,3409,30255,4063,5673,2089,101678,1251362,77428,2397,8530,11729,114906,59879,143869,6578,5005,4966,3665,6094,7884,5012,8977,4910,12269,1264473,870503,49951,21946,170838,42013,20417,18878,4118,5521,1361,14175,1328,28193,0,2437,1087,0,824,385,361,110199,110255,292822,317626,609508,2727,8989,1063,0,0,0,0,7821,6288,866432,3671,55220,186632,2888,473844,49861,1617,372,322,0,2841,647,1351,402,1904,1125,4825,783,4412,697,2808,15184,3964,943,1321,2210,15610,3352,20465,7172,160206,12751,70590,8423,0,5382,3140,2348,0,10933,0,49308,501,0,357709,9140,0,33503,445940,789,0,739,0,12907,0,48625,1465,3250,3134,705,1905,1699,13100,1070,6902,722,2222,864,1184,7630,1230,18650,23630,5676,145475,29559,205070,3868,6408,94268,4090,1719,2102,0,22130,70919,52740,889170,10366,4142,71610,29697,21524,15743,3002,5148,7511,8050,0,3940
